Incentive Strategy,Total to Distribute,Time taken to achieve 95% adoption
['Highest_degree'],53620.68965517241,0.840764381079816
['Highest_degree'],55172.41379310345,0.840764381079816
['Highest_degree'],56724.13793103448,0.840764381079816
['Highest_degree'],58275.862068965514,0.840764381079816
['Highest_degree'],59827.58620689655,0.840764381079816
['Highest_degree'],61379.31034482759,0.840764381079816
['Highest_degree'],62931.03448275862,0.840764381079816
['Highest_degree'],64482.75862068965,0.840764381079816
['Highest_degree'],66034.4827586207,0.840764381079816
['Highest_degree'],67586.20689655172,0.840764381079816
['Highest_degree'],69137.93103448275,0.840764381079816
['Highest_degree'],70689.6551724138,0.840764381079816
['Highest_degree'],72241.37931034483,0.840764381079816
['Highest_degree'],73793.10344827586,0.840764381079816
['Highest_degree'],75344.8275862069,0.840764381079816
['Highest_degree'],76896.55172413793,0.840764381079816
['Highest_degree'],78448.27586206896,0.840764381079816
['Highest_degree'],80000.0,0.840764381079816
['Lowest_degree'],35000.0,0.8140191156837837
['Lowest_degree'],36551.724137931036,0.8102939028755417
['Lowest_degree'],38103.44827586207,0.8022371082841115
['Lowest_degree'],39655.1724137931,0.7943614486676018
['Lowest_degree'],41206.89655172414,0.7842749774116873
['Lowest_degree'],42758.620689655174,0.7763527802147258
['Lowest_degree'],44310.3448275862,0.7700378149958486
['Lowest_degree'],45862.06896551724,0.7612811515184825
['Lowest_degree'],47413.793103448275,0.7530299123102786
['Lowest_degree'],48965.51724137931,0.7451638611447395
['Lowest_degree'],50517.24137931035,0.737389206102078
['Lowest_degree'],52068.96551724138,0.7281436051792637
['Lowest_degree'],53620.68965517241,0.7219180007677417
['Lowest_degree'],55172.41379310345,0.7158166137929893
['Lowest_degree'],56724.13793103448,0.7060512727077264
['Lowest_degree'],58275.862068965514,0.6948766307805705
['Lowest_degree'],59827.58620689655,0.6881366193697013
['Lowest_degree'],61379.31034482759,0.6818036238186039
